participant,session,experiment,label,label_name,channel,mean_mean,mean_std,std_mean,std_std,range_mean,range_std,ssim_mean,ssim_n,region_count
0,0,2,4,Right,2,0.3729108961925303,0.004599448537061719,0.20542581551408867,0.003489202694026409,0.9629969418960245,0.027548408192283685,0.11057488369761691,15,15
0,0,2,4,Right,all,0.3695302214852776,0.0020932882162825253,0.19649657983450625,0.003271135891579163,0.9219623614181125,0.03361922585444716,,0,15
0,0,3,0,Noise,0,0.308328633825529,0.007652584915251294,0.19604454117784667,0.0057321444617540575,0.8690081398854387,0.046088515437143436,0.10249748481011972,46,62
0,0,3,0,Noise,1,0.3627842196674969,0.009342408374577138,0.19114669796600908,0.00786242547778148,0.9025300442757748,0.043552235404596636,0.14134922975567135,46,62
0,0,3,0,Noise,2,0.3251818212304504,0.011203920454341718,0.1988939683585326,0.007324457635041852,0.9447635881573133,0.037696661032776205,0.11359332878061319,46,62
0,0,3,0,Noise,all,0.3320982249078255,0.0053850751465294635,0.19536173583412944,0.0035669085752256247,0.9054339241061756,0.019899023886051873,,0,62
0,0,3,1,Up,0,0.3098391109644753,0.004025159430010825,0.20023083019216872,0.004755898496478828,0.8897196261682243,0.027914729491451063,0.13384520602397,15,15
0,0,3,1,Up,1,0.367185974732204,0.004960536110943686,0.19479090703115104,0.00633268438739513,0.9262745098039216,0.0304918397784406,0.16422773704746824,15,15
0,0,3,1,Up,2,0.33143170825332535,0.008499327928413089,0.2025532272764476,0.004048995878422551,0.9576864535768644,0.02648326846604142,0.1244262473994182,15,15
0,0,3,1,Up,all,0.33615226465000153,0.004099500347005764,0.1991916548332558,0.0027983004559649577,0.9245601965163368,0.015089958545495379,,0,15
0,0,3,2,Down,0,0.29696265201777133,0.007363095646863883,0.19648892115755565,0.0054129112646913525,0.8878504672897196,0.030508329105608877,0.1285421277809631,16,17
0,0,3,2,Down,1,0.36180525046563056,0.006991976825947532,0.18839018582316885,0.0034739639241142205,0.9162629757785467,0.025713246446366664,0.15155660623359546,16,17
0,0,3,2,Down,2,0.323061398368588,0.006362012338875014,0.2013064513073721,0.006362307094438359,0.9554123019070642,0.01674073519079696,0.11908926686162165,16,17
0,0,3,2,Down,all,0.32727643361732994,0.004850468259298436,0.19539518609603218,0.0018923655833377212,0.9198419149917768,0.012937198056822143,,0,17
0,0,3,3,Left,0,0.3049388013264018,0.0050517691928600944,0.20032048368562766,0.005905234089149285,0.9365821094793058,0.0511139668054932,0.13222586467484052,14,14
0,0,3,3,Left,1,0.35379663066088546,0.004541881546431451,0.1959847213768835,0.003507245698973785,0.9574229691876751,0.02326941028389554,0.15895767215085016,14,14
