label,label_name,channel,region_idx,n_samples,mean,std,range,ssim,participant,session,experiment
0,Noise,0,7,36,0.38542853751187084,0.19117019448320532,0.9166666666666666,0.0826344313320292,0,0,0
0,Noise,1,7,36,0.4467814647226412,0.1681594793152453,0.8392156862745098,0.14494308802881706,0,0,0
0,Noise,2,7,36,0.4045584045584046,0.20260913088824445,0.9315068493150684,0.0868606789703423,0,0,0
0,Noise,0,8,36,0.38459757834757835,0.19424664960970509,0.9120370370370371,0.06415857058812664,0,0,0
0,Noise,1,8,36,0.4489953075247192,0.1731403344803845,0.8862745098039215,0.1264927972537778,0,0,0
0,Noise,2,8,36,0.40233481637591223,0.21041750411103632,0.9315068493150684,0.08900850584128345,0,0,0
0,Noise,0,9,21,0.3622015330348664,0.1881276448169432,0.9120370370370371,0.07557220321819447,0,0,0
0,Noise,1,9,21,0.4517905623787977,0.181996207877372,0.8901960784313725,0.11757924418801928,0,0,0
0,Noise,2,9,21,0.4124006891130178,0.21058576112752356,0.9178082191780822,0.10058712616711345,0,0,0
0,Noise,0,10,26,0.3818211702827088,0.19465742583709625,0.8935185185185185,0.07396015868739897,0,0,0
0,Noise,1,10,26,0.4558869938507948,0.1825085042985385,0.9019607843137255,0.12192303818024593,0,0,0
0,Noise,2,10,26,0.3806408905460539,0.19643069585337003,0.9406392694063926,0.07062960676011051,0,0,0
0,Noise,0,11,40,0.38391648860398864,0.2063820308374123,0.8796296296296297,0.08835501227928715,0,0,0
0,Noise,1,11,40,0.4575271493212669,0.18877902504707308,0.9215686274509803,0.1370854708091882,0,0,0
0,Noise,2,11,40,0.4083008429926238,0.20030769516180916,0.9497716894977168,0.07698108949250762,0,0,0
0,Noise,0,12,23,0.3861560138734052,0.19481181928846897,0.8703703703703703,0.10821873932888665,0,0,0
0,Noise,1,12,23,0.443988458259558,0.18544911206781506,0.9098039215686274,0.1302986668978675,0,0,0
0,Noise,2,12,23,0.40061086422015546,0.20816785930244205,0.9452054794520548,0.0891564512214351,0,0,0
0,Noise,0,13,33,0.39162457912457915,0.1980693563317461,0.875,0.11343141516136296,0,0,0
0,Noise,1,13,33,0.44877553818730287,0.1863972824483055,0.9254901960784314,0.1370762047628254,0,0,0
0,Noise,2,13,33,0.41290247043671696,0.20276250329194395,0.9406392694063926,0.07523050790140179,0,0,0
0,Noise,0,14,41,0.3836660065318602,0.19605911862981956,0.8703703703703703,0.10284435746974575,0,0,0
0,Noise,1,14,41,0.4545348195563404,0.18772552559368277,0.9411764705882353,0.06851532183243768,0,0,0
0,Noise,2,14,41,0.41517986412740837,0.20364495532748209,0.958904109589041,0.08029718080814671,0,0,0
0,Noise,0,15,43,0.38307907639302996,0.20152151157494935,0.8796296296296297,0.1075466878110449,0,0,0
0,Noise,1,15,43,0.45205864814619945,0.18526966274165746,0.9450980392156862,0.09200077407704865,0,0,0
0,Noise,2,15,43,0.41955628527785266,0.201452294160485,0.954337899543379,0.07784746494749914,0,0,0
0,Noise,0,16,23,0.38708039142821754,0.19473557349806225,0.8888888888888888,0.12732050294759173,0,0,0
0,Noise,1,16,23,0.4391881434848187,0.19396872576036628,0.9294117647058824,0.16767087253122176,0,0,0
0,Noise,2,16,23,0.384699378445656,0.1919333204969445,0.9406392694063926,0.0683533214276517,0,0,0
0,Noise,0,17,33,0.3868201243201243,0.19478701460004053,0.8888888888888888,0.08963241917324145,0,0,0
0,Noise,1,17,33,0.44773709950180535,0.1989379466885562,0.9294117647058824,0.11056403286731196,0,0,0
0,Noise,2,17,33,0.4089802130898021,0.18891408593537984,0.958904109589041,0.09550204920340305,0,0,0
0,Noise,0,18,39,0.3859312221491708,0.1999280871350169,0.8888888888888888,0.06532609579924792,0,0,0
0,Noise,1,18,39,0.4455737324515605,0.1928352499118153,0.9058823529411765,0.10707509907615007,0,0,0
0,Noise,2,18,39,0.40540560013689625,0.19326971891430525,0.9497716894977168,0.09763273712406549,0,0,0
0,Noise,0,19,31,0.3947247495634592,0.21293447136321075,0.8888888888888888,0.06512535377023004,0,0,0
0,Noise,1,19,31,0.4441229990755608,0.18414673697959924,0.8784313725490196,0.13431297016969337,0,0,0
0,Noise,2,19,31,0.4069694188562947,0.19191780127622846,0.9452054794520548,0.10485723481915221,0,0,0
0,Noise,0,20,39,0.39990959894806044,0.19966174858029245,0.8981481481481481,0.06998341120957738,0,0,0
0,Noise,1,20,39,0.44935375333565375,0.19041121833355182,0.9803921568627451,0.13598209730246374,0,0,0
0,Noise,2,20,39,0.4057658533949367,0.1975894148561886,0.9497716894977168,0.07861578288397855,0,0,0
0,Noise,0,21,37,0.3818712943712944,0.18252941000874626,0.9074074074074074,0.09927463689161854,0,0,0
0,Noise,1,21,37,0.45044718927071875,0.19686586883644538,0.9254901960784314,0.14157999828453477,0,0,0
0,Noise,2,21,37,0.4018549634987991,0.19176074749962438,0.9360730593607306,0.11495229185931771,0,0,0
